cpu_usage,memory_usage,bandwidth_usage,packet_loss,network_load,active_users,request_rate,instance_count,time_of_day,is_peak_hour,latency,jitter,throughput,qos_status
85.43,92.33,82.5,3.57,90.41,908,1944.51,1,9,1,171.11,39.93,48.46,Critical
55.82,52.46,79.37,1.07,58.85,658,1295.44,5,1,0,77.8,20.45,95.96,Warning
98.8,86.21,84.18,3.68,82.0,988,1413.79,1,3,0,160.24,35.36,50.67,Critical
51.63,40.05,14.5,0.34,11.84,202,129.52,3,3,0,34.11,7.99,122.62,Good
80.45,82.95,83.93,1.02,75.7,699,1420.94,4,19,1,116.64,24.66,81.36,Warning
86.29,91.42,98.56,4.3,97.72,637,1544.47,3,5,0,160.88,42.78,46.2,Critical
52.46,48.01,26.55,0.79,43.49,259,504.11,4,19,1,59.68,15.26,107.23,Good
58.43,61.89,77.06,2.16,58.81,494,925.55,2,5,0,106.31,25.6,79.69,Warning
61.98,50.41,55.5,2.35,53.61,285,1394.18,5,17,0,93.71,24.06,88.89,Warning
78.7,59.08,57.35,1.45,50.37,550,1258.52,5,21,1,90.97,26.79,102.5,Warning
30.26,58.65,40.09,0.52,33.13,103,316.54,6,3,0,34.01,8.52,119.34,Good
25.03,52.87,44.1,0.49,41.3,262,313.99,6,21,1,38.0,15.12,122.55,Good
41.86,27.66,36.58,0.53,21.67,127,354.08,5,2,0,28.2,11.1,123.06,Good
54.85,59.98,33.39,0.57,47.07,264,159.17,3,17,0,50.36,15.26,98.82,Good
59.5,52.67,80.31,2.15,65.93,405,1375.02,4,1,0,99.16,23.94,74.13,Warning
92.76,85.12,82.23,4.38,86.34,929,1572.89,1,2,0,164.66,39.17,51.83,Critical
51.96,50.07,21.09,0.15,11.97,130,508.2,5,19,1,36.35,5.17,126.32,Good
81.55,75.59,75.39,2.2,60.97,665,919.17,2,12,0,119.45,31.49,82.82,Warning
17.41,59.3,44.64,0.03,31.9,36,373.64,5,15,0,36.36,9.78,113.44,Good
56.89,75.24,65.81,2.3,81.93,591,1050.19,4,5,0,105.21,24.64,72.56,Warning
32.7,36.85,31.07,0.01,15.24,48,285.76,7,12,0,14.83,7.96,139.25,Good
44.51,20.75,47.31,0.33,33.93,46,582.01,4,11,1,51.82,13.11,116.94,Good
46.42,39.66,52.4,0.9,45.73,88,136.39,4,13,0,54.53,16.91,112.93,Good
82.0,51.2,62.56,2.17,53.4,488,1329.67,4,5,0,100.27,27.16,89.51,Warning
51.48,43.11,33.25,0.96,15.19,52,519.87,7,12,0,33.88,10.02,129.89,Good
70.93,72.08,53.64,0.69,79.04,681,1354.43,3,22,0,91.12,17.7,84.34,Warning
71.4,56.51,51.05,1.93,65.2,573,686.37,4,6,0,87.12,22.61,82.19,Warning
53.56,43.36,21.78,0.28,42.44,133,172.35,3,12,0,47.36,9.98,116.6,Good
87.33,82.29,91.31,3.18,82.91,787,1587.3,1,16,0,159.03,39.85,53.76,Critical
30.33,41.53,31.51,0.81,13.98,203,398.55,7,22,0,19.29,7.72,140.72,Good
67.18,63.41,81.64,1.49,74.59,354,646.58,2,2,0,108.23,23.98,80.57,Warning
73.94,72.39,61.63,2.26,84.39,595,1103.84,3,0,0,119.54,25.51,75.05,Warning
87.72,78.54,95.89,2.51,84.1,860,1461.48,2,10,1,141.29,33.71,68.16,Warning
80.7,83.02,71.49,1.62,75.03,648,998.44,5,0,0,108.01,23.57,87.83,Warning
38.21,20.48,53.56,0.57,38.17,102,257.31,6,6,0,39.47,13.8,113.43,Good
49.46,32.69,25.61,0.1,49.59,22,551.75,7,13,0,26.63,7.51,133.25,Good
72.09,75.34,69.02,2.41,70.08,430,1127.58,2,18,1,121.13,32.8,70.74,Warning
91.81,96.39,99.07,2.82,91.1,761,1852.7,2,9,1,173.49,38.29,51.6,Critical
13.58,40.33,37.99,0.38,31.21,212,163.15,7,5,0,14.52,8.68,132.56,Good
99.63,84.67,98.29,3.61,90.21,716,1796.74,2,10,1,169.39,44.78,48.99,Critical
20.28,32.69,44.79,0.48,23.93,145,576.92,6,18,1,28.97,11.81,124.5,Good
67.78,68.14,75.47,2.28,49.74,345,861.0,2,21,1,111.59,27.14,74.35,Warning
31.82,51.86,27.18,0.1,39.61,60,297.92,6,9,1,44.8,11.17,125.8,Good
25.67,39.19,17.85,0.8,25.04,130,243.25,5,16,0,22.31,11.91,124.46,Good
69.06,68.3,56.22,0.73,73.68,644,982.14,3,9,1,99.48,25.82,103.56,Warning
46.46,34.63,13.58,0.19,20.11,191,63.96,7,0,0,16.35,9.59,133.93,Good
95.37,93.06,82.04,3.54,96.32,968,1873.26,3,10,1,166.28,42.37,53.19,Critical
86.16,82.89,83.05,3.42,85.93,955,1424.44,2,22,0,155.4,40.4,55.63,Critical
89.03,82.51,86.75,3.95,85.5,681,1737.49,2,6,0,159.59,37.67,50.4,Critical
61.97,62.47,68.51,2.39,55.43,579,850.86,5,3,0,95.21,23.19,84.33,Warning
94.95,83.96,99.85,4.93,98.36,936,1564.46,1,5,0,183.59,49.9,35.29,Critical
95.46,87.09,94.91,3.99,87.33,954,1749.3,3,15,0,163.76,39.52,48.43,Critical
80.67,87.09,81.11,3.84,89.27,796,1813.81,3,23,0,145.91,38.15,52.68,Critical
38.24,59.28,31.75,0.41,47.89,290,221.11,6,5,0,41.23,11.27,123.42,Good
79.6,59.59,63.4,0.9,70.33,457,863.24,2,13,0,88.2,20.38,91.58,Warning
84.8,68.05,84.8,1.42,66.4,328,734.56,3,4,0,101.45,23.92,84.21,Warning
52.81,51.87,18.09,0.3,10.17,289,165.54,7,22,0,25.64,6.24,146.65,Good
42.03,26.61,37.03,0.4,30.33,255,212.9,7,8,1,27.33,11.38,133.35,Good
78.01,51.69,74.34,2.29,53.65,697,1069.51,2,17,0,110.98,26.13,82.45,Warning
80.02,63.89,78.95,1.93,78.13,648,1278.28,2,0,0,115.97,26.07,73.1,Warning
35.57,31.2,51.27,1.0,10.16,241,609.63,5,21,1,49.09,13.93,110.81,Good
81.73,84.33,81.89,4.78,80.71,739,1917.07,2,5,0,163.12,40.47,36.77,Critical
62.14,74.56,84.96,2.23,70.42,529,969.13,2,15,0,118.65,27.45,75.4,Warning
16.93,27.39,41.06,0.37,20.24,193,51.97,7,17,0,13.74,9.18,126.9,Good
51.97,36.87,14.5,0.93,47.5,37,436.59,4,16,0,60.87,14.03,115.22,Good
35.2,44.91,24.01,0.63,34.88,285,229.47,5,6,0,38.57,10.35,119.05,Good
24.37,22.76,51.65,0.1,42.69,167,102.38,5,3,0,39.92,13.86,113.23,Good
32.3,58.76,30.11,0.19,11.04,246,491.7,6,19,1,31.8,10.31,126.38,Good
66.53,81.07,79.03,0.65,84.43,433,778.99,2,12,0,108.48,21.53,85.17,Warning
90.39,92.63,99.28,3.63,89.88,783,1643.99,1,6,0,161.3,38.21,52.06,Critical
24.76,46.38,44.58,0.64,38.44,54,447.7,7,0,0,27.67,12.17,118.24,Good
62.02,58.73,77.56,1.46,49.37,646,901.14,5,22,0,93.18,21.53,92.34,Warning
59.0,84.2,81.04,0.95,54.37,680,889.94,2,15,0,99.75,24.94,80.28,Warning
79.71,67.83,56.99,1.33,75.19,488,1365.32,2,19,1,116.24,23.65,78.47,Warning
55.22,78.34,82.97,1.39,66.46,585,849.84,3,7,0,99.93,23.05,81.77,Warning
98.0,94.77,96.6,3.22,87.35,994,1612.7,2,20,1,171.11,40.83,49.2,Critical
39.07,24.34,37.77,0.13,47.73,171,377.84,5,22,0,42.66,12.67,113.02,Good
35.13,54.96,30.36,0.54,24.76,208,95.3,7,14,0,31.04,9.74,133.05,Good
63.47,53.49,74.77,2.12,79.79,391,1147.56,3,11,1,112.36,32.38,77.46,Warning
27.11,39.06,25.86,0.12,32.06,33,644.77,3,6,0,39.54,6.08,120.35,Good
72.77,81.09,52.36,1.88,67.51,272,1340.0,4,2,0,96.67,24.7,90.16,Warning
77.23,67.32,60.97,0.88,45.91,597,1164.09,2,20,1,104.32,20.7,89.12,Warning
64.91,80.88,60.54,1.53,52.47,452,1360.94,4,23,0,95.04,21.01,99.29,Warning
29.88,23.36,29.02,0.89,43.18,169,537.33,7,3,0,30.16,14.52,120.08,Good
67.42,80.12,75.43,0.92,51.84,256,1309.17,3,5,0,91.79,19.8,93.47,Warning
92.9,78.93,81.21,4.07,81.17,740,1523.74,3,9,1,159.07,44.39,55.85,Critical
99.65,94.1,98.43,4.48,98.21,635,1434.36,3,18,1,168.3,48.58,41.04,Critical
38.47,36.1,24.63,0.66,44.66,179,351.24,4,8,1,52.0,17.19,119.72,Good
15.15,47.28,15.45,0.46,19.23,200,424.66,4,18,1,27.16,10.46,120.92,Good
79.17,73.05,66.73,0.95,56.29,662,890.91,5,12,0,87.77,18.97,99.86,Warning
81.76,91.47,96.22,4.37,96.19,740,1704.63,3,6,0,163.17,47.46,39.3,Critical
49.2,29.68,14.37,0.78,29.4,59,636.22,3,1,0,37.85,12.09,123.98,Good
58.7,51.65,74.44,0.57,77.47,348,1419.4,5,0,0,83.15,21.53,99.32,Warning
95.98,94.02,83.23,2.98,90.95,883,1557.92,1,9,1,158.65,37.23,51.13,Critical
13.09,42.97,17.93,0.85,33.86,156,552.23,7,11,1,31.91,14.26,132.06,Good
62.46,75.72,84.4,0.76,70.49,464,913.28,4,21,1,105.33,22.77,93.32,Warning
14.33,24.58,21.12,0.78,19.51,147,67.41,7,21,1,14.62,13.21,138.29,Good
27.93,55.23,11.28,0.31,29.49,102,431.6,6,2,0,20.04,4.84,130.36,Good
66.08,71.97,67.13,1.64,59.63,253,1023.68,2,13,0,97.75,21.35,85.87,Warning
71.2,66.05,56.4,0.6,69.86,578,1274.41,3,13,0,92.58,17.44,99.98,Warning
29.38,33.93,42.79,0.07,47.72,296,352.16,7,11,1,39.45,12.48,120.68,Good
39.9,44.69,39.24,0.16,34.15,141,344.16,5,22,0,40.54,10.79,122.71,Good
30.04,30.65,40.58,0.36,37.71,272,221.45,3,22,0,38.51,12.44,115.92,Good
91.15,90.06,84.97,4.3,96.88,618,1791.64,3,1,0,167.71,42.77,46.0,Critical
32.71,23.63,50.9,0.77,32.08,95,508.41,4,8,1,42.71,14.41,120.58,Good
62.94,62.94,65.69,0.53,80.19,484,659.82,2,21,1,102.42,23.44,93.42,Warning
64.65,67.11,76.66,2.25,83.97,578,1206.65,2,22,0,120.2,27.13,68.86,Warning
44.65,30.49,41.53,0.92,33.61,152,196.02,4,20,1,57.56,18.07,110.75,Good
23.74,38.68,30.25,0.94,25.8,111,467.89,7,16,0,22.12,13.85,123.87,Good
28.01,22.09,31.95,0.73,31.22,178,128.35,4,18,1,38.94,13.28,116.79,Good
55.01,78.6,68.97,1.4,78.17,473,674.22,4,15,0,97.04,23.21,94.08,Warning
75.75,52.28,51.29,1.07,75.95,493,1237.58,2,12,0,101.05,19.77,97.76,Warning
44.13,36.48,46.7,0.85,24.06,79,663.86,5,11,1,47.9,18.07,112.95,Good
99.66,94.14,87.18,3.89,93.39,794,1407.62,3,7,0,160.34,41.78,60.79,Critical
95.96,92.36,98.51,2.9,87.52,885,1460.95,3,6,0,150.11,35.76,64.58,Critical
49.84,23.27,11.03,0.71,14.26,127,241.85,4,7,0,31.55,7.27,121.74,Good
99.67,84.58,82.76,3.92,98.88,703,1761.3,2,7,0,161.03,42.94,48.19,Critical
69.1,53.35,61.77,2.15,61.01,560,966.59,4,10,1,95.37,30.36,82.3,Warning
51.71,24.65,11.29,0.22,34.26,186,160.58,7,3,0,19.81,7.77,142.5,Good
41.02,42.89,38.04,0.53,38.88,180,649.48,3,9,1,73.94,15.77,110.33,Good
85.24,99.85,85.35,2.55,99.24,882,1750.47,3,7,0,152.14,36.27,62.74,Critical
26.65,48.57,42.19,0.31,22.17,114,413.98,4,18,1,44.58,12.33,119.28,Good
92.57,76.15,83.82,3.59,99.18,935,1850.13,2,7,0,157.53,42.97,55.1,Critical
73.22,65.04,63.86,1.84,71.61,536,1396.5,3,12,0,104.13,26.04,86.55,Warning
32.05,50.5,46.59,0.34,23.04,268,101.33,3,0,0,53.3,11.17,118.51,Good
47.31,41.13,48.73,0.43,29.27,255,213.99,3,21,1,59.05,10.01,121.97,Good
32.75,25.35,35.49,0.29,49.66,59,380.28,5,21,1,41.89,14.78,129.65,Good
97.99,88.35,92.13,4.63,94.89,983,1763.68,2,7,0,170.01,48.64,37.96,Critical
41.94,33.3,52.33,0.17,47.27,250,660.23,6,14,0,43.2,10.72,123.38,Good
65.17,71.04,60.29,1.16,77.24,633,601.94,4,7,0,85.91,22.96,90.92,Warning
67.89,64.03,52.36,0.74,47.52,455,677.05,2,6,0,79.68,14.92,94.72,Good
89.55,99.08,83.85,2.58,91.81,844,1666.09,2,22,0,148.78,33.17,58.62,Critical
47.33,56.25,38.15,0.88,37.0,287,150.74,5,9,1,57.95,19.73,108.53,Good
55.6,75.57,71.38,1.04,70.2,653,683.2,3,11,1,92.37,25.79,97.49,Warning
41.25,37.89,43.15,0.04,32.99,181,485.94,3,2,0,48.32,8.35,117.52,Good
34.87,30.58,47.32,0.2,24.39,203,641.72,7,7,0,13.99,7.12,124.43,Good
12.78,39.03,49.68,0.94,41.03,178,251.82,7,9,1,40.14,17.82,117.4,Good
84.98,66.3,78.38,2.33,45.39,537,698.0,2,3,0,107.02,27.02,77.7,Warning
77.26,63.92,63.45,0.75,56.99,275,745.01,3,16,0,91.35,19.29,95.62,Warning
94.27,96.54,84.12,3.22,88.83,626,1773.16,2,10,1,156.57,41.47,62.72,Critical
54.36,42.51,31.76,0.97,15.61,112,573.3,3,4,0,50.15,11.51,111.69,Good
58.33,58.1,80.56,1.63,55.71,473,876.26,3,5,0,86.54,21.94,83.44,Warning
91.26,78.72,96.72,4.86,97.63,999,1401.52,2,6,0,168.22,51.55,39.2,Critical
83.46,78.2,85.2,3.2,99.3,813,1438.88,3,5,0,139.58,39.41,60.63,Warning
41.8,45.85,38.07,0.3,11.83,128,436.86,4,15,0,37.81,8.43,123.21,Good
83.0,69.25,67.6,2.05,68.72,564,688.04,3,13,0,117.1,24.66,73.8,Warning
78.68,64.0,73.29,2.41,80.48,431,1456.41,5,5,0,112.84,30.3,80.2,Warning
55.26,51.06,76.12,1.61,75.44,284,1462.98,5,15,0,96.6,27.53,90.21,Warning
81.09,71.3,70.39,1.25,47.93,355,1215.27,3,11,1,94.6,23.61,97.33,Warning
43.41,37.23,37.24,0.24,44.07,242,653.59,6,12,0,34.36,12.21,115.43,Good
91.54,80.4,97.18,3.99,84.65,805,1626.32,3,4,0,157.45,41.91,52.89,Critical
43.73,59.0,23.75,0.61,40.75,164,649.66,5,0,0,52.02,10.21,120.61,Good
85.25,99.46,84.04,3.13,89.69,717,1788.72,2,1,0,146.5,36.46,57.04,Critical
27.62,42.51,22.53,0.67,27.27,216,182.47,6,13,0,19.03,11.63,118.93,Good
89.24,90.83,84.94,3.1,90.85,771,1466.46,3,19,1,154.65,38.09,53.64,Critical
98.09,78.04,81.34,4.62,90.02,744,1664.89,2,17,0,164.22,44.78,36.7,Critical
42.28,41.98,48.14,0.92,46.02,264,285.87,3,10,1,65.73,19.09,110.55,Good
95.25,87.71,85.25,2.8,80.17,719,1714.61,3,21,1,153.82,35.68,75.52,Critical
70.76,80.55,52.48,1.59,73.04,268,1265.72,4,13,0,103.6,23.44,86.46,Warning
38.22,36.49,27.64,0.84,22.63,73,415.78,7,6,0,35.63,10.3,141.17,Good
76.46,50.1,53.87,0.55,51.76,385,1222.9,3,7,0,79.38,17.06,95.09,Good
75.41,60.6,74.56,1.74,59.9,399,1324.04,5,17,0,92.75,23.37,89.8,Warning
25.45,33.94,33.68,0.73,30.39,84,264.6,3,11,1,61.13,14.36,113.7,Good
81.68,75.72,86.66,4.47,94.35,866,1440.82,3,0,0,151.24,42.67,59.91,Critical
93.84,76.86,95.7,3.19,94.46,700,1860.02,2,14,0,154.01,41.65,56.72,Critical
25.95,25.0,33.96,0.45,21.79,191,655.41,7,11,1,33.04,9.84,124.45,Good
79.35,57.37,79.98,1.12,79.84,364,1398.91,5,7,0,102.33,27.26,84.51,Warning
12.59,50.59,33.98,0.79,21.61,109,268.8,6,1,0,22.64,9.93,125.27,Good
44.1,26.46,33.99,0.77,14.62,244,234.62,6,2,0,38.91,11.68,131.07,Good
68.95,61.67,78.86,2.48,53.67,294,1090.89,3,7,0,93.93,25.35,73.23,Warning
89.82,82.2,99.24,3.04,92.21,636,1816.21,1,11,1,160.11,39.09,53.41,Critical
93.99,78.22,99.57,2.97,87.01,733,1473.58,2,22,0,153.63,33.16,52.55,Critical
19.97,39.87,43.0,0.66,49.04,224,172.33,4,16,0,55.0,16.98,115.03,Good
34.99,33.47,24.34,0.02,33.98,24,207.82,3,9,1,43.37,13.66,125.49,Good
75.71,78.3,84.65,1.29,68.39,530,632.44,4,22,0,93.35,23.12,79.06,Warning
80.61,80.97,81.37,4.64,88.35,747,1815.29,3,13,0,150.42,44.98,58.8,Critical
72.26,70.34,82.64,2.34,46.52,326,900.75,3,23,0,103.75,29.07,69.75,Warning
51.39,31.66,47.89,0.74,14.58,65,365.02,3,19,1,50.88,12.43,119.64,Good
54.35,23.41,22.11,0.86,26.6,232,81.45,3,7,0,46.08,9.61,114.06,Good
91.72,81.82,86.88,4.87,84.32,635,1884.03,3,5,0,167.12,44.9,44.14,Critical
84.59,67.9,68.07,1.0,52.64,376,603.62,2,9,1,108.02,23.44,93.26,Warning
71.13,83.41,83.17,2.3,53.09,496,708.21,4,17,0,102.12,28.36,74.73,Warning
29.91,21.11,48.7,0.54,45.62,170,310.52,3,15,0,46.84,15.17,106.97,Good
63.6,53.89,84.67,0.85,52.54,342,1173.48,4,17,0,86.17,20.89,98.08,Warning
52.45,52.09,33.97,0.56,43.15,230,361.02,6,10,1,45.88,16.23,121.99,Good
70.08,60.27,51.08,1.38,75.01,544,618.48,5,19,1,91.44,24.43,97.05,Warning
99.04,86.6,82.28,2.56,92.27,698,1465.96,2,0,0,146.44,28.44,62.93,Critical
27.18,58.74,26.62,0.4,35.25,185,567.14,3,10,1,52.73,14.61,113.25,Good
13.28,52.49,30.25,0.39,27.2,295,220.75,7,7,0,16.79,9.48,138.64,Good
69.08,69.79,50.92,2.32,67.32,440,864.22,4,8,1,108.01,26.55,88.29,Warning
75.29,60.42,67.82,1.01,47.87,563,700.14,4,22,0,78.55,16.5,92.15,Good
70.72,83.11,81.89,2.04,52.39,395,1233.28,3,8,1,116.33,29.4,76.29,Warning
82.18,79.1,84.38,4.91,93.93,990,1897.95,1,22,0,180.13,47.46,36.87,Critical
96.17,98.16,99.35,3.97,83.92,784,1592.48,1,14,0,159.74,42.72,50.48,Critical
57.13,82.26,50.28,1.97,82.82,386,686.88,5,8,1,94.77,32.3,91.08,Warning
33.87,43.1,52.91,0.42,45.72,234,639.97,5,19,1,60.06,15.42,114.69,Good
13.07,44.86,29.81,0.88,49.58,261,80.31,3,23,0,37.87,10.25,105.67,Good
94.11,93.68,93.81,4.27,90.94,707,1983.2,3,0,0,167.86,43.1,39.58,Critical
65.03,76.59,73.04,2.23,45.2,457,836.41,3,14,0,107.0,25.65,86.46,Warning
10.09,59.1,21.89,0.28,39.29,285,251.66,4,18,1,44.94,11.84,129.11,Good
46.57,30.62,12.9,0.55,21.16,22,283.02,4,22,0,35.53,8.06,132.62,Good
81.54,58.22,51.38,2.02,70.05,334,1281.88,5,14,0,94.54,25.99,99.05,Warning
98.57,82.57,93.89,4.16,84.01,769,1477.49,1,18,1,166.65,44.79,43.19,Critical
51.36,27.98,12.97,0.4,17.7,145,539.27,3,13,0,36.6,6.52,121.56,Good
25.94,34.53,47.03,0.74,45.88,254,417.74,7,22,0,31.67,14.33,115.17,Good
82.53,88.89,95.88,4.35,98.72,969,1800.04,3,10,1,166.93,46.36,40.98,Critical
11.01,45.8,32.44,0.89,22.03,185,669.21,5,8,1,43.47,16.11,117.85,Good
53.41,48.79,32.76,0.11,31.04,182,226.53,7,18,1,37.43,10.88,138.45,Good
74.54,54.36,79.0,2.17,66.64,259,922.4,5,17,0,92.29,28.02,91.45,Warning
59.49,60.14,72.15,1.95,69.59,488,1152.27,2,4,0,92.92,28.87,79.05,Warning
43.17,51.41,52.03,0.4,20.38,180,636.38,5,10,1,50.88,10.34,121.52,Good
20.11,20.73,20.2,0.05,36.94,104,183.3,3,15,0,23.09,6.74,125.31,Good
32.86,54.6,20.08,0.11,29.67,170,568.03,7,22,0,27.59,7.65,121.49,Good
54.13,27.07,31.67,0.17,23.94,237,461.6,4,17,0,36.02,5.76,126.04,Good
84.95,95.17,83.98,3.9,98.25,973,1448.84,3,17,0,154.3,42.43,54.57,Critical
99.23,95.38,90.94,4.59,87.44,914,1661.06,2,22,0,176.41,45.97,39.16,Critical
65.04,57.12,72.17,1.17,77.52,320,804.42,4,8,1,92.46,25.53,92.74,Warning
58.52,52.44,71.77,2.38,52.0,572,1392.99,3,14,0,98.15,24.59,76.43,Warning
72.03,67.03,57.1,2.25,76.24,292,1135.08,2,14,0,99.1,24.85,78.06,Warning
62.87,52.96,66.27,0.84,55.33,493,1275.91,4,17,0,81.7,17.07,91.31,Warning
59.61,55.62,55.19,1.54,71.97,395,753.96,3,4,0,89.31,21.09,94.66,Warning
26.11,37.43,49.42,0.48,30.48,165,200.42,7,7,0,23.12,8.58,124.0,Good
62.19,79.24,79.19,1.07,75.14,358,716.76,3,0,0,96.57,23.85,77.57,Warning
89.76,81.98,99.31,4.26,89.29,846,1919.05,3,21,1,174.7,44.94,40.69,Critical
90.56,78.27,94.18,2.89,81.2,721,1524.51,1,5,0,139.22,34.27,53.59,Warning
92.79,84.95,88.49,2.91,87.2,731,1934.23,2,6,0,150.54,35.21,55.94,Critical
80.02,76.28,77.9,2.24,64.04,319,740.15,5,22,0,91.43,27.8,82.95,Warning
18.13,43.09,10.84,0.6,22.76,229,194.31,6,17,0,8.3,7.62,132.8,Good
88.67,83.97,97.48,2.58,90.7,774,1717.97,2,18,1,158.8,38.81,53.38,Critical
48.62,23.91,41.7,0.19,39.35,220,567.48,5,13,0,31.67,9.95,128.23,Good
68.6,52.8,68.08,2.23,79.22,257,1341.54,5,15,0,103.7,29.85,87.18,Warning
68.61,65.54,80.48,1.29,78.61,633,847.29,2,14,0,113.56,23.34,66.68,Warning
37.1,24.81,38.36,0.75,44.94,99,265.77,7,7,0,24.67,11.27,122.29,Good
14.04,32.49,31.33,0.15,43.12,88,425.79,5,7,0,25.16,8.95,129.63,Good
67.23,67.1,50.57,2.13,58.29,646,639.73,4,23,0,96.38,22.67,84.99,Warning
92.23,81.71,84.48,4.81,92.74,913,1437.21,2,6,0,166.42,48.04,46.86,Critical
79.38,76.32,56.79,1.3,50.7,628,1203.53,4,19,1,105.01,23.18,92.85,Warning
47.37,28.15,27.78,0.27,11.91,292,548.6,5,10,1,37.63,7.91,134.81,Good
67.53,61.7,67.13,1.13,79.82,493,1241.13,4,9,1,102.81,24.81,88.19,Warning
82.63,68.89,58.28,1.98,60.02,595,620.18,4,9,1,114.46,31.96,82.59,Warning
29.48,42.65,32.96,0.57,36.5,61,91.36,5,15,0,37.25,13.22,114.71,Good
90.84,80.55,84.2,4.54,85.0,907,1944.31,1,13,0,172.5,45.03,48.2,Critical
72.25,57.06,63.93,1.46,68.3,614,691.88,4,1,0,104.22,24.21,82.94,Warning
89.52,94.85,87.9,4.25,84.66,645,1980.37,2,3,0,151.85,42.2,48.9,Critical
84.31,82.01,81.67,4.19,86.34,931,1922.58,1,9,1,168.31,45.75,34.53,Critical
50.91,42.1,46.33,0.1,48.94,280,237.09,5,17,0,39.83,12.35,124.88,Good
21.9,45.69,24.34,0.68,41.13,111,541.61,4,12,0,41.47,14.01,117.5,Good
94.13,79.92,89.26,4.25,80.34,985,1644.04,3,17,0,157.37,41.81,56.71,Critical
80.2,70.64,62.3,1.97,50.53,271,694.68,5,18,1,89.36,25.02,95.87,Warning
54.83,25.5,48.16,0.23,19.58,234,325.17,5,6,0,41.55,10.59,124.02,Good
62.98,67.77,72.67,0.77,66.8,303,1053.2,3,9,1,103.52,19.4,103.4,Warning
62.34,53.88,68.26,2.28,84.81,385,1318.23,4,0,0,101.87,26.73,79.29,Warning
55.11,64.87,56.59,2.04,71.94,584,1010.24,5,6,0,88.6,26.01,100.53,Warning
77.4,76.27,84.44,1.59,61.16,688,1361.03,3,14,0,112.2,25.47,78.31,Warning
97.84,77.09,85.77,3.8,80.53,951,1869.74,3,2,0,148.75,41.32,57.33,Critical
80.21,88.12,97.66,4.09,93.68,952,1872.28,1,12,0,164.76,43.67,54.6,Critical
60.62,74.35,71.94,0.86,62.98,626,1485.51,5,9,1,90.82,24.1,105.68,Warning
87.64,99.99,82.79,3.47,97.51,738,1695.13,2,17,0,153.04,40.51,47.87,Critical
46.16,40.95,54.83,0.24,41.39,168,431.67,4,16,0,55.05,12.92,126.51,Good
76.86,65.69,62.47,0.98,61.95,267,980.22,5,12,0,84.0,19.97,98.44,Warning
28.76,47.37,25.3,0.55,30.92,160,190.68,7,3,0,25.56,6.03,132.4,Good
66.92,59.29,61.69,2.22,76.54,560,1351.0,5,3,0,98.26,30.24,84.23,Warning
65.78,81.48,76.85,0.66,82.22,357,858.85,4,18,1,99.0,23.85,97.31,Warning
91.34,78.94,81.58,3.74,95.31,714,1749.67,2,23,0,154.72,44.16,57.43,Critical
18.98,57.99,32.89,0.7,22.33,104,659.56,7,16,0,33.6,7.62,132.95,Good
77.29,58.89,61.85,1.62,62.56,266,1320.57,2,21,1,116.42,25.78,82.64,Warning
24.93,56.74,38.92,0.54,35.51,68,530.03,4,9,1,43.26,14.47,119.8,Good
74.76,50.76,60.19,2.26,54.28,354,1376.55,4,20,1,108.65,27.75,96.87,Warning
97.46,92.74,82.04,2.51,83.84,676,1810.2,3,12,0,139.78,30.7,72.46,Warning
92.16,95.66,90.02,3.11,91.4,933,1625.96,2,16,0,151.14,39.2,60.87,Critical
62.73,81.0,84.0,2.35,49.35,470,924.12,4,23,0,102.41,25.17,77.96,Warning
55.58,64.31,82.01,0.89,64.11,524,761.92,4,9,1,89.96,23.75,94.27,Warning
59.11,73.45,59.77,0.96,49.97,443,1118.91,3,22,0,85.93,18.06,90.79,Warning
18.3,31.57,19.57,0.43,19.33,148,121.43,5,0,0,8.78,5.54,128.56,Good
87.3,85.15,93.3,3.31,87.56,764,1661.31,2,19,1,166.08,41.63,51.55,Critical
15.35,51.9,34.09,0.67,16.37,77,633.86,7,22,0,26.06,10.43,133.9,Good
45.19,32.14,16.2,0.52,32.82,279,360.43,6,17,0,29.07,7.11,125.14,Good
62.83,72.59,82.17,0.83,52.57,275,731.54,4,23,0,83.44,19.62,86.16,Warning
63.44,75.53,77.86,1.16,69.92,330,1130.97,4,20,1,104.93,21.32,86.94,Warning
36.53,55.99,34.44,0.17,13.02,24,485.46,4,17,0,36.39,8.17,130.07,Good
97.84,78.8,99.13,5.0,80.29,805,1640.0,3,19,1,180.03,48.71,31.49,Critical
74.5,83.9,69.22,2.43,56.64,695,1426.76,3,18,1,121.32,32.98,79.82,Warning
63.67,59.04,52.52,1.16,72.43,630,1386.23,2,10,1,111.81,23.2,78.27,Warning
91.05,79.81,89.44,3.8,99.77,673,1836.52,1,3,0,157.51,41.67,48.28,Critical
70.67,68.31,68.62,1.48,63.36,630,759.32,4,4,0,81.53,21.47,85.23,Warning
89.0,80.44,83.62,3.2,80.03,965,1656.55,2,21,1,150.28,39.83,53.1,Critical
15.98,41.56,17.63,0.68,11.3,97,399.74,4,5,0,22.44,8.64,128.89,Good
25.58,21.03,13.95,0.18,29.38,289,60.37,3,16,0,31.18,5.87,116.3,Good
37.44,21.78,27.45,0.89,26.79,81,443.49,3,6,0,42.42,11.51,114.69,Good
